iter	RMSE
381	0.7395951188
382	0.7372214711
383	0.735887772
384	0.7346455003
385	0.7324296912
386	0.7313508454
387	0.7291773154
388	0.7289695397
389	0.7267326925
390	0.7245379537
391	0.7225598197
392	0.720677943
393	0.7190755222
394	0.7188748213
395	0.7186792676
396	0.7174982907
397	0.7158702747
398	0.7142154996
399	0.7122263648
400	0.7103140186
401	0.7083622575
402	0.7071136538
403	0.7058618839
404	0.7042669706
405	0.7026451471
406	0.7003492094
407	0.6988096721
408	0.6970522312
409	0.6968641296
410	0.6966803973
411	0.6950174511
412	0.6938869862
413	0.6920946154
414	0.689585466
415	0.6875147101
416	0.6873355572
417	0.6871605695
418	0.6858683094
419	0.6838970462
420	0.6829957843
421	0.6815303708
422	0.6795452168
423	0.6779798993
424	0.6761666602
425	0.6759970389
426	0.6749481674
427	0.6733687903
428	0.6717437656
429	0.671075712
430	0.6705010715
431	0.6688093553
432	0.6672124349
433	0.6657659913
434	0.664286815
435	0.6629418409
436	0.6605791927
437	0.658958594
438	0.6576728237
439	0.6569858615
440	0.6563638044
441	0.6547071415
442	0.6537418107
443	0.6521191592
444	0.6509031215
445	0.6505128041
446	0.6501068411
447	0.648669481
448	0.6473280246
449	0.6458251318
450	0.6452354101
451	0.6437416108
452	0.641915439
453	0.6406078446
454	0.6388532193
455	0.6385518091
456	0.6383858787
457	0.6372212101
458	0.6357044926
459	0.6346910178
460	0.6338824537
461	0.6323809599
462	0.6312319352
463	0.6300712303
464	0.6281277463
465	0.6267789199
466	0.6255698021
467	0.624216545
468	0.6228648963
469	0.6214163296
470	0.6199957663
471	0.618756792
472	0.6175079732
473	0.6160856013
474	0.6149549754
475	0.6148007646
476	0.6130426156
477	0.6120634043
478	0.6111082518
479	0.6098945361
480	0.60939246
481	0.6073146205
482	0.6065694833
483	0.605434169
484	0.6040394673
485	0.602791171
486	0.6014750461
487	0.6004017618
488	0.5997279401
489	0.5992747273
490	0.5984479104
491	0.5980179613
492	0.5966350915
493	0.5955597477
494	0.5949758974
495	0.5937049203
496	0.5924665304
497	0.5907860692
498	0.5899425447
499	0.588777505
500	0.5873949085
501	0.5868057003
502	0.5858615044
503	0.5851426642
504	0.5844238843
505	0.5829681132
506	0.5816942597
507	0.5813953356
508	0.5806722234
509	0.5796216875
510	0.5788973334
511	0.5780846723
512	0.5765488372
513	0.576082337
514	0.5755728839
515	0.5743807002
516	0.573553507
517	0.5730651595
518	0.5721985715
519	0.5716666545
520	0.5710979419
521	0.5699412563
522	0.5692841011
523	0.5689949295
524	0.56867526
525	0.5679293383
526	0.5668646612
527	0.5657698737
528	0.5652239094
529	0.564418762
530	0.5639154116
531	0.56321365
532	0.5620335683
533	0.5617462067
534	0.5607082043
535	0.5600046107
536	0.5596375541
537	0.5589674486
538	0.5584111562
539	0.5577874854
540	0.5567480997
541	0.5558469907
542	0.5545674709
543	0.5540500025
544	0.5536236123
545	0.5524082928
546	0.5516672201
547	0.551259175
548	0.5506434799
549	0.5499641255
550	0.5493685743
551	0.5488634418
552	0.5476795423
553	0.5467795343
554	0.5459411338
555	0.545424981
556	0.5443056683
557	0.5432808226
558	0.5423267131
559	0.5416364487
560	0.5410198369
561	0.5405142239
562	0.5397397984
563	0.5392316931
564	0.5386328488
565	0.5382820016
566	0.53773625
567	0.5373666327
568	0.5365024185
569	0.5354224845
570	0.5348833935
571	0.5342340864
572	0.5338307847
573	0.5335316161
574	0.5325411539
575	0.532138945
576	0.5313015494
577	0.5301694933
578	0.5286839783
579	0.5278790282
580	0.5274981034
581	0.5266310067
582	0.525619308
583	0.5249031121
584	0.5239983265
585	0.5233385798
586	0.5226750685
587	0.5219635577
588	0.5215375021
589	0.5206538056
590	0.5196486355
591	0.5192847168
592	0.5183853283
593	0.5172674386
594	0.5163940666
595	0.515910322
596	0.515556287
597	0.5145702671
598	0.5141192963
599	0.5134493961
600	0.5130460238
601	0.5126766251
602	0.5116126819
603	0.5109084139
604	0.510462606
605	0.5093600927
606	0.5087004657
607	0.5080215976
608	0.5073481202
609	0.5065096138
610	0.5059831729
611	0.50541199
612	0.5046388491
613	0.503919904
614	0.5027469194
615	0.5021931489
616	0.5014006742
617	0.5008502892
618	0.5005034836
619	0.5002105593
620	0.4992742679
621	0.4989478998
622	0.4984711137
623	0.4977202103
624	0.4974180024
625	0.4967626999
626	0.4960888362
627	0.4957313674
628	0.4952256876
629	0.4942604828
630	0.4935084476
631	0.49279943
632	0.492023129
633	0.4914633942
634	0.4909411489
635	0.4901887041
636	0.4894694814
637	0.4890007718
638	0.4886921222
639	0.4880162221
640	0.4872943925
641	0.486324362
642	0.4857119409
643	0.484851551
644	0.4839632919
645	0.4835255993
646	0.4833004877
647	0.483034161
648	0.4824220003
649	0.4818515893
650	0.4812270816
651	0.4806340914
652	0.4798821565
653	0.4792908947
654	0.478828125
655	0.4781383614
656	0.4773879936
657	0.4767706307
658	0.4760830418
659	0.4756787852
660	0.4752655884
661	0.4746198081
662	0.4743284408
663	0.4735500317
664	0.4728764292
665	0.472357829
666	0.4718445272
667	0.471382603
668	0.4707854957
669	0.4703522902
670	0.4700369609
671	0.4693578286
672	0.4689333597
673	0.4686415255
674	0.4682691387
675	0.4676990805
676	0.4670080883
677	0.4661979005
678	0.4654750969
679	0.4650112955
680	0.4646140319
681	0.4640643483
682	0.4630163262
683	0.4626207946
684	0.4620619443
685	0.4613994614
686	0.4608438493
687	0.460211745
688	0.4597982337
689	0.459301264
690	0.4586968973
691	0.4581591152
692	0.457671095
693	0.457221844
694	0.4564880374
695	0.4561277199
696	0.4556333371
697	0.4552491335
698	0.454747068
699	0.4542517591
700	0.453978557
701	0.4534041183
702	0.452874062
703	0.4522962325
704	0.4516003998
705	0.4514322103
706	0.4507528455
707	0.4500903241
708	0.4495753728
709	0.4490220711
710	0.4486067422
711	0.4481573913
712	0.4479148475
713	0.4471474793
714	0.4466382011
715	0.4460125293
716	0.4455639766
717	0.4451626041
718	0.4448093193
719	0.4442732032
720	0.444009318
721	0.4433850317
722	0.4428245959
723	0.4423574973
724	0.4420774615
725	0.4414364621
726	0.4409813482
727	0.4403449285
728	0.4399639489
729	0.439356103
730	0.4388528745
731	0.4386219244
732	0.4382541633
733	0.4376712755
734	0.437259275
735	0.4367476337
736	0.43620312
737	0.4357039532
738	0.4355034297
739	0.43498115
740	0.4345528483
741	0.4342067775
742	0.4339577291
743	0.4337064667
744	0.4333436094
745	0.4328083608
746	0.4325652458
747	0.4319258756
748	0.4315725373
749	0.4313228117
750	0.4312467858
751	0.4307097959
752	0.4302708412
753	0.4298236056
754	0.4293229966
755	0.4287271912
756	0.4284189575
757	0.428204237
758	0.4277826227
759	0.4271583572
760	0.426848083
761	0.4265688175
762	0.426128026
763	0.4257236625
764	0.4253858186
765	0.4251137259
766	0.4246567781
767	0.4243519285
768	0.4241259349
769	0.4235967687
770	0.4227911591
771	0.4222311021
772	0.4217833749
773	0.4215780072
774	0.4210228048
775	0.4206114162
776	0.4201272322
777	0.4197998002
778	0.4195979918
779	0.419061608
780	0.4185730193
781	0.4181989881
782	0.4177578764
783	0.417284277
784	0.416756696
785	0.4163251288
786	0.4161076256
787	0.4159521282
788	0.4155063216
789	0.4154158847
790	0.4150511963
791	0.4145993657
792	0.4142443944
793	0.4138513265
794	0.4134964186
795	0.4133338928
796	0.4128676565
797	0.4124833826
798	0.4120821626
799	0.4113685993
800	0.4108914995
801	0.4105568217
802	0.4102905415
803	0.4100307628
804	0.4094616985
805	0.4090962774
806	0.4089500474
807	0.4085021977
808	0.4084192309
809	0.4078572504
810	0.4074897391
811	0.4072292168
812	0.4069145565
813	0.4065962874
814	0.4064090693
815	0.4060572366
816	0.4056639269
817	0.4053638387
818	0.4052064542
819	0.4047667025
820	0.4044264041
821	0.4042331308
822	0.404001209
823	0.4033097782
824	0.4027664522
825	0.4022629124
826	0.4016978949
827	0.4014149442
828	0.4012239064
829	0.4011091226
830	0.4001121774
831	0.3996570563
832	0.3992661498
833	0.3989862875
834	0.3986273151
835	0.3983211249
836	0.3980608766
837	0.397750804
838	0.397471402
839	0.3971992932
840	0.3970809457
841	0.3967314533
842	0.3962410274
843	0.395902703
844	0.3953526989
845	0.3947989148
846	0.394306881
847	0.3941396197
848	0.3936251356
849	0.3933917134
850	0.3928190659
851	0.3923105826
852	0.392060184
853	0.391625384
854	0.3912615593
855	0.3908759821
856	0.3904007217
857	0.3901386537
858	0.3898823033
859	0.3896913671
860	0.3894989386
861	0.389202221
862	0.3887989954
863	0.3884789139
864	0.3881546724
865	0.3879716406
866	0.3876408521
867	0.3874284436
868	0.3872114823
869	0.3866665108
870	0.3861509066
871	0.3857620655
872	0.3855306565
873	0.3852991009
874	0.3849685117
875	0.3847013264
876	0.3842758366
877	0.3840304009
878	0.3838482203
879	0.3834017027
880	0.3830235039
881	0.3827964788
882	0.3824299108
883	0.3820152534
884	0.3817113277
885	0.3814678975
886	0.381104767
887	0.380727899
888	0.3802516347
889	0.3799576928
890	0.3794810419
891	0.3790543761
892	0.3787182853
893	0.3784667036
894	0.3779780005
895	0.3775412555
896	0.3769919399
897	0.3766319228
898	0.3762940344
899	0.3760179177
900	0.3756137659
901	0.3752415327
902	0.3749364594
903	0.3748186975
904	0.3744368876
905	0.3742086699
906	0.3740129801
907	0.3738891056
908	0.37356547
909	0.3734173309
910	0.3730748851
911	0.3729457459
912	0.3726203582
913	0.3722714403
914	0.3719332843
915	0.3717135472
916	0.3714308351
917	0.3711755089
918	0.370798769
919	0.3707349268
920	0.3704632642
921	0.3699801409
922	0.3698069165
923	0.3694999159
924	0.3692673754
925	0.368828269
926	0.3684988084
927	0.3681952728
928	0.3678710561
929	0.3675056091
930	0.3673170647
931	0.3669978164
932	0.3667089873
933	0.3662820764
934	0.3660040571
935	0.3656909929
936	0.3653928243
937	0.3651245244
938	0.3647454484
939	0.3645105404
940	0.3642828867
941	0.3640551888
942	0.363860695
943	0.3634867785
944	0.3633248599
945	0.3630180529
946	0.3629104075
947	0.3625856563
948	0.3622926792
949	0.3619463754
950	0.3617297231
951	0.3613394198
952	0.3611202109
953	0.3607765606
954	0.360476098
955	0.3601173724
956	0.3598364737
957	0.3597417231
958	0.3594076076
959	0.3590063463
960	0.3587848729
961	0.3583258746
962	0.3580048708
963	0.3576882989
964	0.3574343273
965	0.3570795569
966	0.3567869435
967	0.3565680005
968	0.3564517558
969	0.3562828592
970	0.3554114706
971	0.3552130921
972	0.3550447375
973	0.3544718773
974	0.35403729
975	0.3539238404
976	0.3534863378
977	0.3532545443
978	0.3531241048
979	0.3528705871
980	0.3526160886
981	0.3523145821
982	0.3521371949
983	0.3519786326
984	0.3517645457
985	0.3516373217
986	0.3514437063
987	0.351002844
988	0.3508307717
989	0.3505072033
990	0.3500928821
991	0.3497305834
992	0.3495564081
993	0.3489187282
994	0.3487336149
995	0.3484787973
996	0.3482175456
997	0.3478248584
998	0.3477423055
999	0.3474681118
